sensor_id;sensor_type;location;lat;lon;timestamp;pressure;altitude;pressure_sealevel;temperature;humidity
113;BME280;45999;48.808;9.182;2025-01-01T12:34:40;98487.66;;;4.43;100.00
113;BME280;45999;48.808;9.182;2025-01-01T12:37:07;98484.03;;;4.44;100.00
113;BME280;45999;48.808;9.182;2025-01-01T12:39:37;98474.44;;;4.51;100.00
113;BME280;45999;48.808;9.182;2025-01-01T12:42:03;98476.41;;;4.57;100.00
113;BME280;45999;48.808;9.182;2025-01-01T12:44:35;98473.06;;;4.71;100.00
113;BME280;45999;48.808;9.182;2025-01-01T12:47:02;98455.63;;;4.70;100.00
113;BME280;45999;48.808;9.182;2025-01-01T12:49:33;98449.69;;;4.68;100.00
113;BME280;45999;48.808;9.182;2025-01-01T12:51:59;98449.03;;;4.74;100.00
113;BME280;45999;48.808;9.182;2025-01-01T12:54:31;98448.19;;;4.73;100.00
113;BME280;45999;48.808;9.182;2025-01-01T12:56:57;98436.16;;;4.79;100.00
113;BME280;45999;48.808;9.182;2025-01-01T12:59:28;98439.75;;;4.78;100.00
113;BME280;45999;48.808;9.182;2025-01-01T13:01:54;98432.78;;;4.93;100.00
113;BME280;45999;48.808;9.182;2025-01-01T13:04:25;98425.00;;;4.99;100.00
113;BME280;45999;48.808;9.182;2025-01-01T13:06:52;98424.13;;;5.07;100.00
113;BME280;45999;48.808;9.182;2025-01-01T13:09:24;98418.66;;;5.31;100.00
113;BME280;45999;48.808;9.182;2025-01-01T13:11:50;98414.72;;;5.27;100.00
113;BME280;45999;48.808;9.182;2025-01-01T13:14:21;98400.16;;;5.39;100.00
113;BME280;45999;48.808;9.182;2025-01-01T13:16:47;98398.50;;;5.38;100.00
113;BME280;45999;48.808;9.182;2025-01-01T13:19:19;98395.50;;;5.41;100.00
113;BME280;45999;48.808;9.182;2025-01-01T13:21:45;98385.59;;;5.43;100.00
113;BME280;45999;48.808;9.182;2025-01-01T13:24:15;98377.31;;;5.46;100.00
113;BME280;45999;48.808;9.182;2025-01-01T13:26:41;98381.81;;;5.60;100.00
113;BME280;45999;48.808;9.182;2025-01-01T13:29:11;98368.84;;;5.36;100.00
113;BME280;45999;48.808;9.182;2025-01-01T13:31:36;98367.75;;;5.30;100.00
113;BME280;45999;48.808;9.182;2025-01-01T13:34:06;98355.25;;;5.47;100.00
